"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The [[sailors]] rode the breeze clear of the rocks.","The [[oceans]] rode the breeze clear of the rocks.",0.03228181600570679,0.8729949593544006,1,0,1,35,"Successful"
"The [[weights]] made the rope stretch over the pulley.","The [[appraised]] made the rope stretch over the pulley.",0.028290271759033203,0.568108081817627,1,0,1,28,"Successful"
"[[The]] mechanical doll wriggled itself loose.","[[Both]] mechanical doll wriggled itself loose.",0.33595144748687744,0.9164807200431824,1,0,1,7,"Successful"
"If you had eaten more, you would [[want]] less.","If you had eaten more, you would [[wishing]] less.",0.01640242338180542,0.7917268872261047,1,0,1,56,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.7022685408592224,0.7022685408592224,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.981651246547699,0.981651246547699,1,1,0,1,"Skipped"
"I demand that the more [[John]] eat, the more he pays.","I demand that the more [[Joon]] eat, the more he pays.",0.1777418851852417,0.9703305959701538,0,1,0,18,"Successful"
"Mary listens to the Grateful Dead, she [[gets]] depressed.","Mary listens to the Grateful Dead, she [[have]] depressed.",0.1716819405555725,0.9441654086112976,1,0,1,57,"Successful"
"The angrier Mary [[got]], the more she looked at pictures.","The angrier Mary [[arrive]], the more she looked at pictures.",0.04279857873916626,0.8461377620697021,1,0,1,57,"Successful"
"The [[higher]] the stakes, the lower his expectations are.","The [[senior]] the stakes, the lower his expectations are.",0.035073280334472656,0.9358035922050476,1,0,1,34,"Successful"
"The more [[Fred]] is obnoxious, the less attention you should pay to him.","The more [[Fareed]] is obnoxious, the less attention you should pay to him.",0.3455253839492798,0.8240972757339478,1,0,1,14,"Successful"
"John was lots more [[obnoxious]] than [[Fred]].","John was lots more [[dreadful]] than [[Fried]].",0.0993463397026062,0.6201785802841187,1,0,1,56,"Successful"
"The more people you give beer to, the more people get [[sick]].","The more people you give beer to, the more people get [[freak]].",0.016503453254699707,0.6019679307937622,1,0,1,43,"Successful"
"The more does Bill [[smoke]], the more [[Susan]] hates him.","The more does Bill [[fume]], the more [[Sued]] hates him.",0.13741517066955566,0.2695550322532654,0,0,0,108,"Failed"
"The more [[pictures]] of him that appear in the news, the more embarrassed [[John]] becomes.","The more [[photo]] of him that appear in the news, the more embarrassed [[Juana]] becomes.",0.025209546089172363,0.6916595697402954,1,0,1,45,"Successful"
"Every senator seems to become more corrupt, as he [[talks]] to more lobbyists.","Every senator seems to become more corrupt, as he [[talking]] to more lobbyists.",0.2349228858947754,0.9484896063804626,1,0,1,58,"Successful"
"Who does [[John]] [[visit]] [[Sally]] [[because]] he likes?","Who does [[Giovanni]] [[voyage]] [[Solly]] [[for]] he likes?",0.08208966255187988,0.5197827816009521,0,1,0,71,"Successful"
"Marianne [[did]] not leave.","Marianne [[gotten]] not leave.",0.014000952243804932,0.9611849784851074,1,0,1,34,"Successful"
"He could not] have been working.","He could not] have been working.",0.7255022525787354,0.7255022525787354,0,0,1,1,"Skipped"
"He can not [[have]] been working.","He can not [[do]] been working.",0.01534968614578247,0.9510213732719421,1,0,1,37,"Successful"
"You will [[believe]] [[Bob]].","You will [[suppose]] [[Pope]].",0.015388190746307373,0.9613338112831116,1,0,1,70,"Successful"
"John [[has]] not kissed Mary.","John [[holds]] not kissed Mary.",0.03145444393157959,0.9600093960762024,1,0,1,28,"Successful"
"I [[said]] that never in my life had I seen a place like Bangor.","I [[telling]] that never in my life had I seen a place like Bangor.",0.02264779806137085,0.8993098139762878,1,0,1,59,"Successful"
"[[Mickey]] [[looked]] up it.","[[Miki]] [[scrutinize]] up it.",0.06405490636825562,0.7647228240966797,0,1,0,61,"Successful"
"There tended to be a lot of [[discussion]].","There tended to be a lot of [[exam]].",0.0257033109664917,0.9151406288146973,1,0,1,53,"Successful"
"John [[tried]] to be a good boy.","John [[attempting]] to be a good boy.",0.014062821865081787,0.9504861831665039,1,0,1,42,"Successful"
"[[John]] is eager.","[[June]] is eager.",0.04339039325714111,0.7730693221092224,1,0,1,22,"Successful"
"We [[want]] John to win.","We [[does]] John to win.",0.011829853057861328,0.9498607516288757,1,0,1,53,"Successful"
"The box contained the ball from the tree.","The box contained the ball from the tree.",0.5432734489440918,0.5432734489440918,1,1,0,1,"Skipped"
"The tube was escaped by gas.","The tube was escaped by gas.",0.8406936526298523,0.8406936526298523,1,1,0,1,"Skipped"
"[[Water]] bubbled up out of the [[kettle]].","[[Aqueduct]] bubbled up out of the [[fours]].",0.01579838991165161,0.7256357669830322,1,0,1,50,"Successful"
"The tub [[leaked]] water.","The tub [[dumping]] water.",0.011315643787384033,0.9403509497642517,1,0,1,30,"Successful"
"What the water did to the bottle was fill it.","What the water did to the bottle was fill it.",0.8947312235832214,0.8947312235832214,1,1,0,1,"Skipped"
"What the water did to the whole bottle was fill it.","What the water did to the whole bottle was fill it.",0.9166136384010315,0.9166136384010315,1,1,0,1,"Skipped"
"The tank leaked the fluid free.","The tank leaked the fluid free.",0.7859407067298889,0.7859407067298889,0,0,1,1,"Skipped"
"John [[lay]] the ball in the box.","John [[unscientific]] the ball in the box.",0.01628190279006958,0.916931688785553,1,0,1,9,"Successful"
"John [[owns]] the book.","John [[possessing]] the book.",0.012642741203308105,0.9567996263504028,1,0,1,45,"Successful"
"We persuaded [[Mary]] to leave and Sue to stay.","We persuaded [[Marry]] to leave and Sue to stay.",0.1492355465888977,0.7659884691238403,1,0,1,28,"Successful"
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.","Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",0.8899891972541809,0.8899891972541809,0,0,1,1,"Skipped"
"Mary beautifully plays the violin.","Mary beautifully plays the violin.",0.8458124399185181,0.8458124399185181,1,1,0,1,"Skipped"
"Clearly, [[John]] probably will immediately [[learn]] French perfectly.","Clearly, [[Jan]] probably will immediately [[studying]] French perfectly.",0.10150772333145142,0.8948764204978943,1,0,1,72,"Successful"
"Sue gave to Bill a book.","Sue gave to Bill a book.",0.889330267906189,0.889330267906189,1,1,0,1,"Skipped"
"The [[men]] will all leave.","The [[mankind]] will all leave.",0.01307135820388794,0.8094024062156677,1,0,1,40,"Successful"
"John [[went]] home.","John [[going]] home.",0.011935412883758545,0.9547865390777588,1,0,1,34,"Successful"
"They represented [[seriously]] to the dean [[Mary]] as a genuine linguist.","They represented [[fervently]] to the dean [[Newlyweds]] as a genuine linguist.",0.09127497673034668,0.8755055665969849,0,1,0,73,"Successful"
