"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The sailors [[rode]] the breeze clear of the rocks.","The sailors [[red]] the breeze clear of the rocks.",0.04125481843948364,0.7666773796081543,1,0,1,17,"Successful"
"The [[weights]] made the rope stretch over the pulley.","The [[measured]] made the rope stretch over the pulley.",0.23754221200942993,0.8087376952171326,1,0,1,28,"Successful"
"[[The]] mechanical doll wriggled itself [[loose]].","[[Both]] mechanical doll wriggled itself [[permissive]].",0.03827708959579468,0.6908739805221558,1,0,1,10,"Successful"
"If you had eaten more, you would [[want]] [[less]].","If you had eaten more, you would [[going]] [[smallest]].",0.05775409936904907,0.9539071321487427,1,0,1,78,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.7490763664245605,0.7490763664245605,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.8221205472946167,0.8221205472946167,1,1,0,1,"Skipped"
"I [[demand]] that the more [[John]] [[eat]], the more he pays.","I [[claim]] that the more [[Giovanni]] [[consume]], the more he pays.",0.3715450167655945,0.8917049765586853,0,1,0,118,"Successful"
"Mary [[listens]] to the Grateful Dead, she gets depressed.","Mary [[admire]] to the Grateful Dead, she gets depressed.",0.0683470368385315,0.9367325305938721,1,0,1,38,"Successful"
"The angrier Mary got, the more she [[looked]] at pictures.","The angrier Mary got, the more she [[inspecting]] at pictures.",0.3254663348197937,0.9266639351844788,1,0,1,56,"Successful"
"The higher the stakes, the lower his [[expectations]] are.","The higher the stakes, the lower his [[awaited]] are.",0.0515131950378418,0.9204075932502747,1,0,1,56,"Successful"
"The more [[Fred]] is obnoxious, the less attention you should pay to him.","The more [[Fareed]] is obnoxious, the less attention you should pay to him.",0.45957809686660767,0.8804903626441956,1,0,1,14,"Successful"
"[[John]] was lots more obnoxious than [[Fred]].","[[Johns]] was lots more obnoxious than [[Fareed]].",0.08000844717025757,0.8213845491409302,1,0,1,30,"Successful"
"The more people you give beer to, the more [[people]] get sick.","The more people you give beer to, the more [[person]] get sick.",0.07875847816467285,0.5811049938201904,1,0,1,37,"Successful"
"The more does Bill smoke, the more Susan hates him.","The more does Bill smoke, the more Susan hates him.",0.5691652297973633,0.5691652297973633,1,1,0,1,"Skipped"
"The more pictures of him that appear in the news, the more embarrassed John [[becomes]].","The more pictures of him that appear in the news, the more embarrassed John [[ai]].",0.04961204528808594,0.5500553250312805,1,0,1,32,"Successful"
"Every senator [[seems]] to become more corrupt, as he talks to more lobbyists.","Every senator [[appearing]] to become more corrupt, as he talks to more lobbyists.",0.343628466129303,0.6150734424591064,1,0,1,25,"Successful"
"Who does John visit [[Sally]] because he likes?","Who does John visit [[Solly]] because he likes?",0.21853500604629517,0.5492451190948486,0,1,0,9,"Successful"
"Marianne [[did]] not leave.","Marianne [[been]] not leave.",0.051903605461120605,0.9597318768501282,1,0,1,34,"Successful"
"He could not] have been working.","He could not] have been working.",0.707761287689209,0.707761287689209,0,0,1,1,"Skipped"
"He can not [[have]] been working.","He can not [[ai]] been working.",0.052027881145477295,0.962419331073761,1,0,1,37,"Successful"
"You will [[believe]] Bob.","You will [[thought]] Bob.",0.033958494663238525,0.9427245259284973,1,0,1,55,"Successful"
"John [[has]] not kissed Mary.","John [[gets]] not kissed Mary.",0.06479108333587646,0.9698243141174316,1,0,1,28,"Successful"
"I [[said]] that never in my life had I seen a place like Bangor.","I [[telling]] that never in my life had I seen a place like Bangor.",0.08199787139892578,0.7799214124679565,1,0,1,59,"Successful"
"Mickey looked up it.","Mickey looked up it.",0.9469788074493408,0.9469788074493408,1,1,0,1,"Skipped"
"There tended to be a lot of [[discussion]].","There tended to be a lot of [[reviewed]].",0.05914062261581421,0.5639212727546692,1,0,1,53,"Successful"
"John tried to [[be]] a good boy.","John tried to [[was]] a good boy.",0.05219709873199463,0.9522331953048706,1,0,1,37,"Successful"
"[[John]] is eager.","[[Johns]] is eager.",0.07689434289932251,0.8770668506622314,1,0,1,22,"Successful"
"We want John to [[win]].","We want John to [[getting]].",0.02577376365661621,0.9617587924003601,1,0,1,55,"Successful"
