"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The [[sailors]] rode the breeze clear of the rocks.","The [[water]] rode the breeze clear of the rocks.",0.03228181600570679,0.8163175582885742,1,0,1,52,"Successful"
"The [[weights]] made the rope stretch over the pulley.","The [[hands]] made the rope stretch over the pulley.",0.028290271759033203,0.5217328667640686,1,0,1,55,"Successful"
"The mechanical doll [[wriggled]] itself loose.","The mechanical doll [[gave]] itself loose.",0.33595144748687744,0.5367735028266907,1,0,1,56,"Successful"
"If you had eaten more, you [[would]] want less.","If you had eaten more, you [[were]] want less.",0.01640242338180542,0.9048047661781311,1,0,1,27,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.7022685408592224,0.7022685408592224,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.981651246547699,0.981651246547699,1,1,0,1,"Skipped"
"I demand that the more [[John]] eat, the more he pays.","I demand that the more [[men]] eat, the more he pays.",0.1777418851852417,0.9395018219947815,0,1,0,26,"Successful"
"Mary listens to the Grateful Dead, she [[gets]] depressed.","Mary listens to the Grateful Dead, she [[does]] depressed.",0.1716819405555725,0.9336891174316406,1,0,1,50,"Successful"
"The angrier Mary [[got]], the more she looked at pictures.","The angrier Mary [[growing]], the more she looked at pictures.",0.04279857873916626,0.896470844745636,1,0,1,56,"Successful"
"The [[higher]] the stakes, the lower his expectations are.","The [[earlier]] the stakes, the lower his expectations are.",0.035073280334472656,0.9146228432655334,1,0,1,38,"Successful"
"The more [[Fred]] is obnoxious, the less attention you should pay to him.","The more [[guy]] is obnoxious, the less attention you should pay to him.",0.3455253839492798,0.7969346046447754,1,0,1,43,"Successful"
"John was lots more [[obnoxious]] than [[Fred]].","John was lots more [[built]] than [[thomas]].",0.0993463397026062,0.7829015254974365,1,0,1,84,"Successful"
"The more people you [[give]] beer to, the more people get [[sick]].","The more people you [[have]] beer to, the more people get [[happy]].",0.016503453254699707,0.6611334085464478,1,0,1,75,"Successful"
"The more does Bill [[smoke]], the more [[Susan]] hates him.","The more does Bill [[say]], the more [[i]] hates him.",0.13741517066955566,0.9592679142951965,0,1,0,92,"Successful"
