"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The [[sailors]] [[rode]] the breeze clear of the rocks.","The [[ground]] [[moved]] the breeze clear of the rocks.",0.21259737014770508,0.744697093963623,1,0,1,102,"Successful"
"The [[weights]] [[made]] the rope stretch over the pulley.","The [[hand]] [[held]] the rope stretch over the pulley.",0.09478366374969482,0.616335391998291,1,0,1,65,"Successful"
"[[The]] mechanical doll [[wriggled]] itself loose.","[[any]] mechanical doll [[letting]] itself loose.",0.30285894870758057,0.8196761012077332,1,0,1,71,"Successful"
"If you had eaten more, you would [[want]] [[less]].","If you had eaten more, you would [[make]] [[different]].",0.07379657030105591,0.6831564903259277,1,0,1,62,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.5178653001785278,0.5178653001785278,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.7812389135360718,0.7812389135360718,1,1,0,1,"Skipped"
"I demand that the more [[John]] eat, the more he pays.","I demand that the more [[students]] eat, the more he pays.",0.49186384677886963,0.7106536626815796,0,1,0,26,"Successful"
"Mary listens to the Grateful Dead, she [[gets]] depressed.","Mary listens to the Grateful Dead, she [[feel]] depressed.",0.28157103061676025,0.9037613868713379,1,0,1,50,"Successful"
"The angrier Mary got, the more she [[looked]] at pictures.","The angrier Mary got, the more she [[grabbed]] at pictures.",0.10683655738830566,0.7127922773361206,1,0,1,55,"Successful"
"The higher the [[stakes]], the lower his expectations are.","The higher the [[likelihood]], the lower his expectations are.",0.17279702425003052,0.5573093891143799,1,0,1,53,"Successful"
"The more [[Fred]] is obnoxious, the less attention you should pay to him.","The more [[guy]] is obnoxious, the less attention you should pay to him.",0.29649579524993896,0.7765108346939087,1,0,1,43,"Successful"
"[[John]] was lots more obnoxious than Fred.","[[fred]] was lots more obnoxious than Fred.",0.2571234703063965,0.6480039954185486,1,0,1,47,"Successful"
