"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The [[sailors]] [[rode]] the breeze clear of the rocks.","The [[mariners]] [[straddled]] the breeze clear of the rocks.",0.04125481843948364,0.3192839026451111,1,1,1,12,"Failed"
"The [[weights]] [[made]] the rope stretch over the pulley.","The [[weigh]] [[brought]] the rope stretch over the pulley.",0.23754221200942993,0.8999533653259277,1,0,1,6,"Successful"
"The mechanical doll wriggled itself loose.","The mechanical doll wriggled itself loose.",0.03827708959579468,0.03827708959579468,1,1,1,1,"Failed"
"If you had [[eaten]] more, you [[would]] [[want]] less.","If you had [[eat]] more, you [[should]] [[desiring]] less.",0.05775409936904907,0.609062910079956,1,0,1,18,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.7490763664245605,0.7490763664245605,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.8221205472946167,0.8221205472946167,1,1,0,1,"Skipped"
"I [[demand]] that the more John [[eat]], the more he pays.","I [[demands]] that the more John [[ate]], the more he pays.",0.3715450167655945,0.5692108273506165,0,1,0,20,"Successful"
"Mary [[listens]] to the [[Grateful]] Dead, she gets depressed.","Mary [[listen]] to the [[Glad]] Dead, she gets depressed.",0.0683470368385315,0.5273358821868896,1,0,1,6,"Successful"
"The angrier [[Mary]] [[got]], the more she looked at pictures.","The angrier [[Maryam]] [[get]], the more she looked at pictures.",0.3254663348197937,0.6078214645385742,1,0,1,5,"Successful"
"The [[higher]] the stakes, the lower his expectations are.","The [[highest]] the stakes, the lower his expectations are.",0.0515131950378418,0.20071452856063843,1,1,1,3,"Failed"
"The more Fred is [[obnoxious]], the less attention you should pay to him.","The more Fred is [[detestable]], the less attention you should pay to him.",0.45957809686660767,0.6018580198287964,1,0,1,13,"Successful"
"John was [[lots]] more [[obnoxious]] than Fred.","John was [[batch]] more [[odious]] than Fred.",0.08000844717025757,0.39781296253204346,1,1,1,5,"Failed"
"The more people you [[give]] beer to, the more people [[get]] sick.","The more people you [[lend]] beer to, the more people [[gets]] sick.",0.07875847816467285,0.856921374797821,1,0,1,6,"Successful"
"The more does Bill smoke, the more Susan hates him.","The more does Bill smoke, the more Susan hates him.",0.5691652297973633,0.5691652297973633,1,1,0,1,"Skipped"
"The more [[pictures]] of him that [[appear]] in the news, the more embarrassed John becomes.","The more [[photographed]] of him that [[appearing]] in the news, the more embarrassed John becomes.",0.04961204528808594,0.5549356937408447,1,0,1,17,"Successful"
"[[Every]] [[senator]] seems to become more corrupt, as he talks to more lobbyists.","[[All]] [[senators]] seems to become more corrupt, as he talks to more lobbyists.",0.343628466129303,0.7517209053039551,1,0,1,6,"Successful"
"Who does John visit Sally because he [[likes]]?","Who does John visit Sally because he [[love]]?",0.21853500604629517,0.42071694135665894,0,0,0,7,"Failed"
"Marianne did not [[leave]].","Marianne did not [[leaving]].",0.051903605461120605,0.9429900050163269,1,0,1,2,"Successful"
"He could not] have been working.","He could not] have been working.",0.707761287689209,0.707761287689209,0,0,1,1,"Skipped"
"He can not have been [[working]].","He can not have been [[collaborated]].",0.052027881145477295,0.3717820644378662,1,1,1,4,"Failed"
"You will [[believe]] Bob.","You will [[believing]] Bob.",0.033958494663238525,0.6602634191513062,1,0,1,4,"Successful"
"John has not [[kissed]] Mary.","John has not [[kissing]] Mary.",0.06479108333587646,0.9528526663780212,1,0,1,3,"Successful"
"I [[said]] that never in my life had I seen a place like Bangor.","I [[told]] that never in my life had I seen a place like Bangor.",0.08199787139892578,0.6252421736717224,1,0,1,8,"Successful"
"Mickey looked up it.","Mickey looked up it.",0.9469788074493408,0.9469788074493408,1,1,0,1,"Skipped"
"There [[tended]] to be a lot of discussion.","There [[inclined]] to be a lot of discussion.",0.05914062261581421,0.5176596641540527,1,0,1,4,"Successful"
"John [[tried]] to be a good boy.","John [[attempting]] to be a good boy.",0.05219709873199463,0.5513113737106323,1,0,1,3,"Successful"
"John is eager.","John is eager.",0.07689434289932251,0.07689434289932251,1,1,1,1,"Failed"
"We [[want]] John to win.","We [[wanting]] John to win.",0.02577376365661621,0.7821258306503296,1,0,1,7,"Successful"
"The box contained the ball from the tree.","The box contained the ball from the tree.",0.6007000803947449,0.6007000803947449,1,1,0,1,"Skipped"
"The tube was escaped by gas.","The tube was escaped by gas.",0.921135425567627,0.921135425567627,1,1,0,1,"Skipped"
"Water bubbled up out of the kettle.","Water bubbled up out of the kettle.",0.03532683849334717,0.03532683849334717,1,1,1,1,"Failed"
"The tub leaked water.","The tub leaked water.",0.7215281128883362,0.7215281128883362,0,0,1,1,"Skipped"
"What the water did to the bottle was fill it.","What the water did to the bottle was fill it.",0.7487572431564331,0.7487572431564331,1,1,0,1,"Skipped"
"What the water did to the whole bottle was fill it.","What the water did to the whole bottle was fill it.",0.7564173936843872,0.7564173936843872,1,1,0,1,"Skipped"
"The tank leaked the fluid free.","The tank leaked the fluid free.",0.9413822889328003,0.9413822889328003,0,0,1,1,"Skipped"
"John lay the ball in the box.","John lay the ball in the box.",0.044760048389434814,0.044760048389434814,1,1,1,1,"Failed"
"John owns the book.","John owns the book.",0.03656095266342163,0.03656095266342163,1,1,1,3,"Failed"
"We [[persuaded]] Mary to leave and Sue to stay.","We [[confident]] Mary to leave and Sue to stay.",0.3651973605155945,0.47655540704727173,1,1,1,3,"Failed"
"Most people probably consider, even [[though]] the courts didn't actually find, Klaus guilty of murder.","Most people probably consider, even [[despite]] the courts didn't actually find, Klaus guilty of murder.",0.4193205237388611,0.5861824750900269,1,0,1,6,"Successful"
"Mary beautifully plays the violin.","Mary beautifully plays the violin.",0.6584866046905518,0.6584866046905518,1,1,0,1,"Skipped"
"Clearly, John probably will immediately learn French perfectly.","Clearly, John probably will immediately learn French perfectly.",0.7002568244934082,0.7002568244934082,0,0,1,1,"Skipped"
"Sue gave to Bill a book.","Sue gave to Bill a book.",0.9132616519927979,0.9132616519927979,1,1,0,1,"Skipped"
"The [[men]] will all [[leave]].","The [[male]] will all [[leaving]].",0.030017554759979248,0.7907923460006714,1,0,1,6,"Successful"
"John went home.","John went home.",0.03622090816497803,0.03622090816497803,1,1,1,1,"Failed"
