"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The sailors [[rode]] the breeze clear of the rocks.","The sailors [[khmer]] the breeze clear of the rocks.",0.01867973804473877,0.6149345636367798,1,0,1,4,"Successful"
"The [[weights]] [[made]] the rope stretch over the pulley.","The [[weigh]] [[brought]] the rope stretch over the pulley.",0.014577746391296387,0.5649250745773315,1,0,1,7,"Successful"
"The mechanical doll wriggled itself loose.","The mechanical doll wriggled itself loose.",0.028565943241119385,0.028565943241119385,1,1,1,1,"Failed"
"If you had [[eaten]] more, you would [[want]] less.","If you had [[eat]] more, you would [[wants]] less.",0.020739495754241943,0.8878384828567505,1,0,1,13,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.5815624594688416,0.5815624594688416,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.8655928373336792,0.8655928373336792,1,1,0,1,"Skipped"
"I demand that the more John eat, the more he pays.","I demand that the more John eat, the more he pays.",0.7048403024673462,0.7048403024673462,1,1,0,1,"Skipped"
"Mary listens to the Grateful Dead, she [[gets]] [[depressed]].","Mary listens to the Grateful Dead, she [[got]] [[despondent]].",0.10996681451797485,0.5143754482269287,1,0,1,8,"Successful"
"The angrier [[Mary]] [[got]], the more she looked at pictures.","The angrier [[Maryam]] [[get]], the more she looked at pictures.",0.02179563045501709,0.8640784621238708,1,0,1,5,"Successful"
"The higher the stakes, the lower his [[expectations]] are.","The higher the stakes, the lower his [[outlook]] are.",0.038995206356048584,0.5045222043991089,1,0,1,5,"Successful"
"The more Fred is obnoxious, the less [[attention]] you should pay to him.","The more Fred is obnoxious, the less [[beware]] you should pay to him.",0.10873967409133911,0.7675668001174927,1,0,1,2,"Successful"
"John was [[lots]] more obnoxious than Fred.","John was [[batch]] more obnoxious than Fred.",0.033116817474365234,0.8624584078788757,1,0,1,4,"Successful"
"The more people you give beer to, the more people [[get]] [[sick]].","The more people you give beer to, the more people [[gets]] [[unwell]].",0.018573343753814697,0.5315439701080322,1,0,1,6,"Successful"
"The more does Bill smoke, the more Susan [[hates]] him.","The more does Bill smoke, the more Susan [[dislikes]] him.",0.47047334909439087,0.6269428730010986,0,1,0,16,"Successful"
"The more [[pictures]] of him that appear in the news, the more [[embarrassed]] John [[becomes]].","The more [[photographed]] of him that appear in the news, the more [[ashamed]] John [[become]].",0.020456373691558838,0.7999326586723328,1,0,1,14,"Successful"
"Every senator seems to become more corrupt, as he [[talks]] to more lobbyists.","Every senator seems to become more corrupt, as he [[talking]] to more lobbyists.",0.037934184074401855,0.9329392910003662,1,0,1,12,"Successful"
"Who does John visit Sally because he likes?","Who does John visit Sally because he likes?",0.965753436088562,0.965753436088562,1,1,0,1,"Skipped"
"Marianne did not [[leave]].","Marianne did not [[leaving]].",0.013359248638153076,0.9804761409759521,1,0,1,2,"Successful"
"He [[could]] not] have been [[working]].","He [[would]] not] have been [[worked]].",0.20687717199325562,0.5926710963249207,1,0,1,3,"Successful"
"He can not have been [[working]].","He can not have been [[worked]].",0.021685361862182617,0.11392241716384888,1,1,1,4,"Failed"
"You will [[believe]] Bob.","You will [[believing]] Bob.",0.013309359550476074,0.9731323719024658,1,0,1,4,"Successful"
"John has not [[kissed]] Mary.","John has not [[kissing]] Mary.",0.01751154661178589,0.972929060459137,1,0,1,3,"Successful"
"I [[said]] that never in my [[life]] had I [[seen]] a place like Bangor.","I [[told]] that never in my [[living]] had I [[noticed]] a place like Bangor.",0.01497715711593628,0.6376360058784485,1,0,1,16,"Successful"
"Mickey looked up it.","Mickey looked up it.",0.6297764778137207,0.6297764778137207,1,1,0,1,"Skipped"
"There [[tended]] to be a lot of [[discussion]].","There [[tending]] to be a lot of [[discuss]].",0.02347242832183838,0.6244415640830994,1,0,1,10,"Successful"
"John [[tried]] to be a good boy.","John [[attempting]] to be a good boy.",0.014567434787750244,0.9367935657501221,1,0,1,3,"Successful"
"John is eager.","John is eager.",0.013408005237579346,0.013408005237579346,1,1,1,1,"Failed"
"We [[want]] John to win.","We [[wanting]] John to win.",0.012250959873199463,0.9367978572845459,1,0,1,7,"Successful"
"The box contained the ball from the tree.","The box contained the ball from the tree.",0.17558687925338745,0.17558687925338745,0,0,0,4,"Failed"
"The tube was escaped by gas.","The tube was escaped by gas.",0.9647376537322998,0.9647376537322998,1,1,0,1,"Skipped"
"Water bubbled up out of the kettle.","Water bubbled up out of the kettle.",0.01370251178741455,0.01370251178741455,1,1,1,1,"Failed"
"The tub leaked water.","The tub leaked water.",0.015450119972229004,0.015450119972229004,1,1,1,3,"Failed"
"What the water did to the bottle was fill it.","What the water did to the bottle was fill it.",0.967238187789917,0.967238187789917,1,1,0,1,"Skipped"
"What the water did to the whole bottle was fill it.","What the water did to the whole bottle was fill it.",0.9370178580284119,0.9370178580284119,1,1,0,1,"Skipped"
"The tank [[leaked]] the fluid free.","The tank [[leaking]] the fluid free.",0.05910414457321167,0.9579159021377563,1,0,1,4,"Successful"
"John lay the ball in the box.","John lay the ball in the box.",0.009619176387786865,0.009619176387786865,1,1,1,1,"Failed"
"John owns the [[book]].","John owns the [[workbook]].",0.012386560440063477,0.012714207172393799,1,1,1,3,"Failed"
"We [[persuaded]] Mary to leave and Sue to stay.","We [[confident]] Mary to leave and Sue to stay.",0.02441960573196411,0.9336144328117371,1,0,1,3,"Successful"
"Most people probably [[consider]], even though the courts didn't actually find, Klaus guilty of murder.","Most people probably [[considering]], even though the courts didn't actually find, Klaus guilty of murder.",0.35796529054641724,0.8639276027679443,1,0,1,8,"Successful"
"Mary beautifully plays the violin.","Mary beautifully plays the violin.",0.8755080103874207,0.8755080103874207,1,1,0,1,"Skipped"
"Clearly, John probably will immediately [[learn]] French [[perfectly]].","Clearly, John probably will immediately [[learning]] French [[quite]].",0.03949916362762451,0.9246670007705688,1,0,1,15,"Successful"
"Sue gave to Bill a book.","Sue gave to Bill a book.",0.9681578874588013,0.9681578874588013,1,1,0,1,"Skipped"
"The men will all [[leave]].","The men will all [[leaving]].",0.013497591018676758,0.8968730568885803,1,0,1,2,"Successful"
"John went home.","John went home.",0.008256614208221436,0.008256614208221436,1,1,1,1,"Failed"
"They [[represented]] [[seriously]] to the dean [[Mary]] as a [[genuine]] linguist.","They [[represent]] [[conscientiously]] to the dean [[Maryam]] as a [[authentic]] linguist.",0.027220070362091064,0.09810000658035278,0,0,0,19,"Failed"
"Us love they.","Us love they.",0.10735243558883667,0.10735243558883667,0,0,0,1,"Failed"
"It is [[nice]] to [[go]] abroad.","It is [[handsome]] to [[going]] abroad.",0.015229582786560059,0.9401835799217224,1,0,1,7,"Successful"
"Mary intended John to go abroad.","Mary intended John to go abroad.",0.9745461344718933,0.9745461344718933,1,1,0,1,"Skipped"
