"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"The sailors [[rode]] the breeze clear of the rocks.","The sailors [[played]] the breeze clear of the rocks.",0.01867973804473877,0.5016763210296631,1,0,1,56,"Successful"
"The weights [[made]] the rope stretch over the pulley.","The weights [[making]] the rope stretch over the pulley.",0.014577746391296387,0.5564132928848267,1,0,1,19,"Successful"
"[[The]] mechanical doll [[wriggled]] itself loose.","[[both]] mechanical doll [[shuddered]] itself loose.",0.028565943241119385,0.9712859988212585,1,0,1,73,"Successful"
"[[If]] you had eaten more, you would want [[less]].","[[with]] you had eaten more, you would want [[different]].",0.020739495754241943,0.9399993419647217,1,0,1,31,"Successful"
"As you eat the most, you want the least.","As you eat the most, you want the least.",0.5815624594688416,0.5815624594688416,1,1,0,1,"Skipped"
"The more you would want, the less you would eat.","The more you would want, the less you would eat.",0.8655928373336792,0.8655928373336792,1,1,0,1,"Skipped"
"I demand that the more John eat, the more he pays.","I demand that the more John eat, the more he pays.",0.7048403024673462,0.7048403024673462,1,1,0,1,"Skipped"
"Mary [[listens]] to the Grateful Dead, she gets depressed.","Mary [[is]] to the Grateful Dead, she gets depressed.",0.10996681451797485,0.9469184279441833,1,0,1,57,"Successful"
"The angrier Mary got, the more she [[looked]] at pictures.","The angrier Mary got, the more she [[took]] at pictures.",0.02179563045501709,0.8699753284454346,1,0,1,55,"Successful"
"The [[higher]] the [[stakes]], the lower his [[expectations]] are.","The [[more]] the [[man]], the lower his [[stakes]] are.",0.038995206356048584,0.7341806888580322,1,0,1,136,"Successful"
"The more [[Fred]] is obnoxious, the less attention you should pay to him.","The more [[guy]] is obnoxious, the less attention you should pay to him.",0.10873967409133911,0.7796025276184082,1,0,1,43,"Successful"
"[[John]] was lots more [[obnoxious]] than [[Fred]].","[[i]] was lots more [[human]] than [[john]].",0.033116817474365234,0.2861143946647644,1,1,1,166,"Failed"
